unit_id,town,county,buildable_area_sq_km,excluded_area_sq_km,climate_safe_suitability_score,suitability_tier,housing_need_score,social_vulnerability_score,infrastructure_access_score,flood_exposure_score,environmental_constraint_score,review_notes
grid5km_2302549835_2397,Norridgewock,Somerset,5.3963188074310600,0E-24,65.88,moderate candidate for parcel screening,54.35,47.3,47.67,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302549835_2291,Norridgewock,Somerset,18.9004552551497000,0E-24,65.88,moderate candidate for parcel screening,54.35,47.3,47.67,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302549835_2182,Norridgewock,Somerset,11.1377630505140000,0E-24,65.88,moderate candidate for parcel screening,54.35,47.3,47.67,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302549835_2183,Norridgewock,Somerset,25.0000000000000000,0E-24,65.88,moderate candidate for parcel screening,54.35,47.3,47.67,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302549835_2184,Norridgewock,Somerset,20.4656253375411000,0E-24,65.88,moderate candidate for parcel screening,54.35,47.3,47.67,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302549835_2076,Norridgewock,Somerset,9.8053924859147800,0E-24,65.88,moderate candidate for parcel screening,54.35,47.3,47.67,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302549835_2292,Norridgewock,Somerset,1.9792216037081200,0E-24,65.88,moderate candidate for parcel screening,54.35,47.3,47.67,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302549835_2077,Norridgewock,Somerset,7.3514538762684300,0E-24,65.88,moderate candidate for parcel screening,54.35,47.3,47.67,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302549835_2289,Norridgewock,Somerset,6.1073071632601200,0E-24,65.88,moderate candidate for parcel screening,54.35,47.3,47.67,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302549835_2290,Norridgewock,Somerset,24.9989865595204000,0E-24,65.88,moderate candidate for parcel screening,54.35,47.3,47.67,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301910670_3580,Carmel,Penobscot,1.2579227623687000,0E-24,65.87,moderate candidate for parcel screening,52.5,40.96,47.37,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301910670_3365,Carmel,Penobscot,17.6877780708183000,0E-24,65.87,moderate candidate for parcel screening,52.5,40.96,47.37,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301910670_3472,Carmel,Penobscot,25.0000000000000000,0E-24,65.87,moderate candidate for parcel screening,52.5,40.96,47.37,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301910670_3471,Carmel,Penobscot,8.3452855623403600,0E-24,65.87,moderate candidate for parcel screening,52.5,40.96,47.37,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301910670_3364,Carmel,Penobscot,4.6148746175521100,0E-24,65.87,moderate candidate for parcel screening,52.5,40.96,47.37,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301910670_3366,Carmel,Penobscot,8.9458280986235800,0E-24,65.87,moderate candidate for parcel screening,52.5,40.96,47.37,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301726910_773,Fryeburg,Oxford,25.0000000000000000,0E-24,65.87,moderate candidate for parcel screening,60.78,43.17,45.17,8,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301726910_774,Fryeburg,Oxford,24.9760483035252000,0E-24,65.87,moderate candidate for parcel screening,60.78,43.17,45.17,8,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301726910_667,Fryeburg,Oxford,15.1364114253872000,0E-24,65.87,moderate candidate for parcel screening,60.78,43.17,45.17,8,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301927645_3688,Glenburn,Penobscot,3.3710578786207500,0E-24,65.86,moderate candidate for parcel screening,51.74,28.7,44.02,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301927645_3796,Glenburn,Penobscot,5.1994810567174800,0E-24,65.86,moderate candidate for parcel screening,51.74,28.7,44.02,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301927645_3797,Glenburn,Penobscot,1.6558253324523000,0E-24,65.86,moderate candidate for parcel screening,51.74,28.7,44.02,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301927645_3689,Glenburn,Penobscot,24.4908478112424000,0E-24,65.86,moderate candidate for parcel screening,51.74,28.7,44.02,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301927645_3583,Glenburn,Penobscot,7.6090081303122900,0E-24,65.86,moderate candidate for parcel screening,51.74,28.7,44.02,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301927645_3582,Glenburn,Penobscot,4.7561295025605800,0E-24,65.86,moderate candidate for parcel screening,51.74,28.7,44.02,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301927645_3581,Glenburn,Penobscot,4.8410585092379300,0E-24,65.86,moderate candidate for parcel screening,51.74,28.7,44.02,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301927645_3691,Glenburn,Penobscot,0.84988968959802800000,0E-24,65.86,moderate candidate for parcel screening,51.74,28.7,44.02,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301927645_3690,Glenburn,Penobscot,22.7033365234926000,0E-24,65.86,moderate candidate for parcel screening,51.74,28.7,44.02,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301947560_3608,Mount Chase,Penobscot,3.7460432775767700,0E-24,65.85,moderate candidate for parcel screening,71.88,62.34,35.08,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301947560_3394,Mount Chase,Penobscot,11.4279342966018000,0E-24,65.85,moderate candidate for parcel screening,71.88,62.34,35.08,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301947560_3395,Mount Chase,Penobscot,21.0492371463489000,0E-24,65.85,moderate candidate for parcel screening,71.88,62.34,35.08,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301947560_3502,Mount Chase,Penobscot,25.0000000000000000,0E-24,65.85,moderate candidate for parcel screening,71.88,62.34,35.08,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301947560_3503,Mount Chase,Penobscot,11.8134324704547000,0E-24,65.85,moderate candidate for parcel screening,71.88,62.34,35.08,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301947560_3609,Mount Chase,Penobscot,5.0539654055794600,0E-24,65.85,moderate candidate for parcel screening,71.88,62.34,35.08,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301947560_3501,Mount Chase,Penobscot,14.4028851977771000,0E-24,65.85,moderate candidate for parcel screening,71.88,62.34,35.08,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301947560_3396,Mount Chase,Penobscot,5.0799446904619300,0E-24,65.85,moderate candidate for parcel screening,71.88,62.34,35.08,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300724775_1752,Farmington,Franklin,24.8775938982907000,0E-24,65.84,moderate candidate for parcel screening,56.46,52.17,47.06,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300724775_1646,Farmington,Franklin,24.8155049196487000,0E-24,65.84,moderate candidate for parcel screening,56.46,52.17,47.06,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300553860_2056,North Yarmouth,Cumberland,23.2005867294016000,0E-24,65.84,moderate candidate for parcel screening,33.43,22.34,60.16,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301154560_2395,Oakland,Kennebec,8.0409304493621200,0E-24,65.82,moderate candidate for parcel screening,55.24,35.83,42.77,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301154560_2394,Oakland,Kennebec,16.8220988270178000,0E-24,65.82,moderate candidate for parcel screening,55.24,35.83,42.77,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301154560_2608,Oakland,Kennebec,0.52550108004654400000,0E-24,65.82,moderate candidate for parcel screening,55.24,35.83,42.77,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301154560_2500,Oakland,Kennebec,9.3146683395211000,0E-24,65.82,moderate candidate for parcel screening,55.24,35.83,42.77,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301154560_2393,Oakland,Kennebec,6.4433576872901500,0E-24,65.82,moderate candidate for parcel screening,55.24,35.83,42.77,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302381930_2699,West Bath,Sagadahoc,12.1315519063226000,0E-24,65.82,moderate candidate for parcel screening,47.62,31.49,48.93,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302381930_2594,West Bath,Sagadahoc,0.60015829604446300000,0E-24,65.82,moderate candidate for parcel screening,47.62,31.49,48.93,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302381930_2701,West Bath,Sagadahoc,4.5521478471791000,0E-24,65.82,moderate candidate for parcel screening,47.62,31.49,48.93,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302381930_2592,West Bath,Sagadahoc,0.77689787376744300000,0E-24,65.82,moderate candidate for parcel screening,47.62,31.49,48.93,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302381930_2593,West Bath,Sagadahoc,3.7553538898721800,0E-24,65.82,moderate candidate for parcel screening,47.62,31.49,48.93,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302381930_2700,West Bath,Sagadahoc,17.0101449094013000,0E-24,65.82,moderate candidate for parcel screening,47.62,31.49,48.93,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300785850_1643,Wilton,Franklin,3.8020535029652600,0E-24,65.82,moderate candidate for parcel screening,61.41,52.23,42.06,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300785850_1537,Wilton,Franklin,24.9019899511709000,0E-24,65.82,moderate candidate for parcel screening,61.41,52.23,42.06,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300785850_1536,Wilton,Franklin,14.4516946783098000,0E-24,65.82,moderate candidate for parcel screening,61.41,52.23,42.06,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300560545_2266,Portland,Cumberland,16.8056294747568000,12.6042221060676000,65.80,avoid or detailed hazard review,67.34,43.12,86.36,80,0,"Potential exposure/constraint signal; do not classify as build-ready without parcel-scale flood, wetland, conservation, slope, and zoning review."
grid5km_2300129255_2063,Greene,Androscoggin,24.4688339753631000,0E-24,65.79,moderate candidate for parcel screening,48.66,34.62,50.48,2.44636807657165,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302569155_2396,Smithfield,Somerset,1.00559358545301000000,0E-24,65.79,moderate candidate for parcel screening,55.32,32.16,41.36,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302569155_2289,Smithfield,Somerset,16.7404632212092000,0E-24,65.79,moderate candidate for parcel screening,55.32,32.16,41.36,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302569155_2287,Smithfield,Somerset,3.6364605819668700,0E-24,65.79,moderate candidate for parcel screening,55.32,32.16,41.36,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302569155_2182,Smithfield,Somerset,5.9773421732108100,0E-24,65.79,moderate candidate for parcel screening,55.32,32.16,41.36,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302569155_2395,Smithfield,Somerset,7.9441388451813800,0E-24,65.79,moderate candidate for parcel screening,55.32,32.16,41.36,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302569155_2288,Smithfield,Somerset,22.6441578416284000,0E-24,65.79,moderate candidate for parcel screening,55.32,32.16,41.36,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302569155_2181,Smithfield,Somerset,5.5335545277165500,0E-24,65.79,moderate candidate for parcel screening,55.32,32.16,41.36,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302569155_2394,Smithfield,Somerset,0.64275458455544600000,0E-24,65.79,moderate candidate for parcel screening,55.32,32.16,41.36,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302362645_2599,Richmond,Sagadahoc,15.9025483979348000,0E-24,65.78,moderate candidate for parcel screening,53.4,39.84,45.82,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302362645_2491,Richmond,Sagadahoc,17.6630657684142000,0E-24,65.78,moderate candidate for parcel screening,53.4,39.84,45.82,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302362645_2490,Richmond,Sagadahoc,2.5591430144825700,0E-24,65.78,moderate candidate for parcel screening,53.4,39.84,45.82,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302362645_2492,Richmond,Sagadahoc,8.4940730746929000,0E-24,65.78,moderate candidate for parcel screening,53.4,39.84,45.82,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302362645_2706,Richmond,Sagadahoc,4.1645048947746000,0E-24,65.78,moderate candidate for parcel screening,53.4,39.84,45.82,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300548085_1307,Naples,Cumberland,18.0209397458441000,0E-24,65.77,moderate candidate for parcel screening,62.01,35.08,35.59,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300548085_1201,Naples,Cumberland,0.27540274571968500000,0E-24,65.77,moderate candidate for parcel screening,62.01,35.08,35.59,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300548085_1414,Naples,Cumberland,24.4426884448853000,0E-24,65.77,moderate candidate for parcel screening,62.01,35.08,35.59,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300548085_1308,Naples,Cumberland,19.8218570175476000,0E-24,65.77,moderate candidate for parcel screening,62.01,35.08,35.59,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300548085_1413,Naples,Cumberland,0.76318060803469900000,0E-24,65.77,moderate candidate for parcel screening,62.01,35.08,35.59,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300548085_1306,Naples,Cumberland,0.43878072915062200000,0E-24,65.77,moderate candidate for parcel screening,62.01,35.08,35.59,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300548085_1309,Naples,Cumberland,2.2671831689753000,0E-24,65.77,moderate candidate for parcel screening,62.01,35.08,35.59,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300548085_1521,Naples,Cumberland,0.86480566727020500000,0E-24,65.77,moderate candidate for parcel screening,62.01,35.08,35.59,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300905700_4536,Blue Hill,Hancock,24.7846314300632000,0E-24,65.76,moderate candidate for parcel screening,71.45,43.88,45.03,24,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302524320_2502,Fairfield,Somerset,16.1613572432821000,0E-24,65.75,moderate candidate for parcel screening,47.3,35.68,50.41,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302524320_2504,Fairfield,Somerset,18.7758753422198000,0E-24,65.75,moderate candidate for parcel screening,47.3,35.68,50.41,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2303187985_1826,York,York,25.0000000000000000,0E-24,65.74,moderate candidate for parcel screening,60.28,31.46,52.0,24,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2303187985_1933,York,York,25.0000000000000000,0E-24,65.74,moderate candidate for parcel screening,60.28,31.46,52.0,24,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301146405_2280,Monmouth,Kennebec,6.5790815385402300,0E-24,65.73,moderate candidate for parcel screening,56.2,33.7,46.12,8,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301146405_2173,Monmouth,Kennebec,6.1963389523958100,0E-24,65.73,moderate candidate for parcel screening,56.2,33.7,46.12,8,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301379130_4100,Vinalhaven,Knox,15.1254936595989000,0E-24,65.73,moderate candidate for parcel screening,61.41,42.77,43.93,8,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301379130_4208,Vinalhaven,Knox,7.0860072103510800,0E-24,65.73,moderate candidate for parcel screening,61.41,42.77,43.93,8,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300907800_4640,Brooklin,Hancock,21.2032979559278000,0E-24,65.72,moderate candidate for parcel screening,61.09,39.14,37.7,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300907800_4426,Brooklin,Hancock,6.7164001817996100,0E-24,65.72,moderate candidate for parcel screening,61.09,39.14,37.7,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300907800_4639,Brooklin,Hancock,18.3114700933396000,0E-24,65.72,moderate candidate for parcel screening,61.09,39.14,37.7,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300907800_4427,Brooklin,Hancock,2.3028381442403900,0E-24,65.72,moderate candidate for parcel screening,61.09,39.14,37.7,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300907800_4532,Brooklin,Hancock,5.1667022844932000,0E-24,65.72,moderate candidate for parcel screening,61.09,39.14,37.7,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300907800_4747,Brooklin,Hancock,2.3935332644479000,0E-24,65.72,moderate candidate for parcel screening,61.09,39.14,37.7,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300907800_4641,Brooklin,Hancock,4.4990619271403100,0E-24,65.72,moderate candidate for parcel screening,61.09,39.14,37.7,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300907800_4533,Brooklin,Hancock,24.8282558823781000,0E-24,65.72,moderate candidate for parcel screening,61.09,39.14,37.7,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300907800_4746,Brooklin,Hancock,1.5011071946493000,0E-24,65.72,moderate candidate for parcel screening,61.09,39.14,37.7,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300907800_4534,Brooklin,Hancock,19.7164466374276000,0E-24,65.72,moderate candidate for parcel screening,61.09,39.14,37.7,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2303101605_1832,Arundel,York,19.7288436293501000,0E-24,65.71,moderate candidate for parcel screening,49.03,28.1,46.04,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2303101605_1831,Arundel,York,11.4814704912779000,0E-24,65.71,moderate candidate for parcel screening,49.03,28.1,46.04,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2303101605_1937,Arundel,York,2.8240760877090300,0E-24,65.71,moderate candidate for parcel screening,49.03,28.1,46.04,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2303101605_1725,Arundel,York,13.7643376887694000,0E-24,65.71,moderate candidate for parcel screening,49.03,28.1,46.04,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2303101605_1726,Arundel,York,0.30767148390007500000,0E-24,65.71,moderate candidate for parcel screening,49.03,28.1,46.04,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2303101605_1938,Arundel,York,9.9737470589734700,0E-24,65.71,moderate candidate for parcel screening,49.03,28.1,46.04,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2303101605_1939,Arundel,York,3.7592698090072900,0E-24,65.71,moderate candidate for parcel screening,49.03,28.1,46.04,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302358515_2807,Phippsburg,Sagadahoc,6.0484942957429200,0E-24,65.69,moderate candidate for parcel screening,54.1,37.76,44.12,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302358515_2699,Phippsburg,Sagadahoc,6.9682053196544100,0E-24,65.69,moderate candidate for parcel screening,54.1,37.76,44.12,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302358515_2803,Phippsburg,Sagadahoc,24.7684139684847000,0E-24,65.69,moderate candidate for parcel screening,54.1,37.76,44.12,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302358515_2696,Phippsburg,Sagadahoc,2.3752794407464400,0E-24,65.69,moderate candidate for parcel screening,54.1,37.76,44.12,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302358515_2700,Phippsburg,Sagadahoc,2.1952631733331400,0E-24,65.69,moderate candidate for parcel screening,54.1,37.76,44.12,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302358515_2802,Phippsburg,Sagadahoc,14.0833437690846000,0E-24,65.69,moderate candidate for parcel screening,54.1,37.76,44.12,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302358515_2910,Phippsburg,Sagadahoc,17.4939611191204000,0E-24,65.69,moderate candidate for parcel screening,54.1,37.76,44.12,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302358515_2909,Phippsburg,Sagadahoc,7.6046790629918200,0E-24,65.69,moderate candidate for parcel screening,54.1,37.76,44.12,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302358515_2806,Phippsburg,Sagadahoc,13.8083714574615000,0E-24,65.69,moderate candidate for parcel screening,54.1,37.76,44.12,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301140175_2279,Litchfield,Kennebec,3.8505585470846000,0E-24,65.68,moderate candidate for parcel screening,49.16,29.03,46.1,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301140175_2278,Litchfield,Kennebec,7.5257420437754600,0E-24,65.68,moderate candidate for parcel screening,49.16,29.03,46.1,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302752845_3676,Northport,Waldo,0.91800711852564700000,0E-24,65.68,moderate candidate for parcel screening,59.21,41.52,40.22,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302752845_3783,Northport,Waldo,11.5168156346270000,0E-24,65.68,moderate candidate for parcel screening,59.21,41.52,40.22,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302752845_3889,Northport,Waldo,1.9011238644677000,0E-24,65.68,moderate candidate for parcel screening,59.21,41.52,40.22,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302752845_3890,Northport,Waldo,15.1041520681619000,0E-24,65.68,moderate candidate for parcel screening,59.21,41.52,40.22,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302752845_3677,Northport,Waldo,8.6929753107688300,0E-24,65.68,moderate candidate for parcel screening,59.21,41.52,40.22,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302376960_2379,Topsham,Sagadahoc,0.63446979835145500000,0E-24,65.67,moderate candidate for parcel screening,42.59,35.47,54.79,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301912105_3157,Charleston,Penobscot,14.4308855214236000,0E-24,65.66,moderate candidate for parcel screening,44.53,25.03,49.33,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301912105_3156,Charleston,Penobscot,2.7136170448627100,0E-24,65.66,moderate candidate for parcel screening,44.53,25.03,49.33,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301756625_1313,Paris,Oxford,1.1794609184647400,0E-24,65.66,moderate candidate for parcel screening,67.25,50.51,45.8,16,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301745285_1321,Mexico,Oxford,0.74139526403419200000,0E-24,65.64,moderate candidate for parcel screening,64.15,56.35,40.11,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301745285_1320,Mexico,Oxford,0.83962831645186200000,0E-24,65.64,moderate candidate for parcel screening,64.15,56.35,40.11,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301938530_4451,Lee,Penobscot,0.57372740347423300000,0E-24,65.63,moderate candidate for parcel screening,74.06,54.68,29.6,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301938530_4129,Lee,Penobscot,0.80972216560292500000,0E-24,65.63,moderate candidate for parcel screening,74.06,54.68,29.6,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301938530_4237,Lee,Penobscot,24.8886552144391000,0E-24,65.63,moderate candidate for parcel screening,74.06,54.68,29.6,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301938530_4344,Lee,Penobscot,21.3384231163339000,0E-24,65.63,moderate candidate for parcel screening,74.06,54.68,29.6,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301938530_4238,Lee,Penobscot,5.4285679744489200,0E-24,65.63,moderate candidate for parcel screening,74.06,54.68,29.6,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301938530_4130,Lee,Penobscot,7.7052771972135800,0E-24,65.63,moderate candidate for parcel screening,74.06,54.68,29.6,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301938530_4345,Lee,Penobscot,6.1229089206763500,0E-24,65.63,moderate candidate for parcel screening,74.06,54.68,29.6,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301938530_4236,Lee,Penobscot,21.2960085488319000,0E-24,65.63,moderate candidate for parcel screening,74.06,54.68,29.6,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301938530_4235,Lee,Penobscot,0.54436821205996800000,0E-24,65.63,moderate candidate for parcel screening,74.06,54.68,29.6,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301938530_4343,Lee,Penobscot,13.3144599232042000,0E-24,65.63,moderate candidate for parcel screening,74.06,54.68,29.6,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
